case_id,difficulty,model,provider,result_status,experiment,input_cim,generated_entities,generated_requirements_dsl,generated_design_dsl,generated_code,entity_precision,entity_recall,entity_f1,dsl_correct_rate,dsl_syntax_validity,code_correct_rate,syntax_errors,semantic_errors,semantic_rule_coverage,business_rule_inconsistencies,execution_time_seconds,estimated_cost_usd,end_to_end_success,stage_failure_count,notes,error_category
scenario_3_library,complex,heuristic_baseline,local,baseline_or_mock_only,E_generalization,"A municipal library manages books, members and loans. A member borrows books, returns loans and may pay penalties for late returns.",municipal;library;manages;books;members;loans;member;borrows;returns;may;pay;penalties;for;late,"Class Library:
Attributes: municipal, manages, books, members, loans
Methods: manage, borrow, return, pay
Class Book:
Class Member:
Class Loan:
Relation: Library association Book
Relation: Library association Member",,"class Library:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, municipal, manages, books, members, loans, book, member):
        self.municipal = municipal
        self.manages = manages
        self.books = books
        self.members = members
        self.loans = loans
        self.book = book
        self.member = member
    def manage(self):
        pass
    def borrow(self):
        pass
    def return_value(self):
        pass
    def pay(self):
        pass

class Book:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Member:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Loan:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass
",0.14285714285714285,0.2857142857142857,0.19047619047619047,0.8333333333333334,1.0,1.0,0,1,0.0,0,6.649999704677612e-05,0.0,0,1,heuristic_dsl,quality
scenario_3_library,complex,heuristic_baseline,local,baseline_or_mock_only,F_model_comparison,"A municipal library manages books, members and loans. A member borrows books, returns loans and may pay penalties for late returns.",municipal;library;manages;books;members;loans;member;borrows;returns;may;pay;penalties;for;late,"Class Library:
Attributes: municipal, manages, books, members, loans
Methods: manage, borrow, return, pay
Class Book:
Class Member:
Class Loan:
Relation: Library association Book
Relation: Library association Member",,"class Library:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, municipal, manages, books, members, loans, book, member):
        self.municipal = municipal
        self.manages = manages
        self.books = books
        self.members = members
        self.loans = loans
        self.book = book
        self.member = member
    def manage(self):
        pass
    def borrow(self):
        pass
    def return_value(self):
        pass
    def pay(self):
        pass

class Book:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Member:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Loan:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass
",0.14285714285714285,0.2857142857142857,0.19047619047619047,0.8333333333333334,1.0,1.0,0,1,0.0,0,7.049999840091914e-05,0.0,0,1,heuristic_dsl,quality
scenario_3_library,complex,heuristic_baseline,local,baseline_or_mock_only,D_business_rule_change,"A municipal library manages books, members and loans. A member borrows books, returns loans and may pay penalties for late returns.",municipal;library;manages;books;members;loans;member;borrows;returns;may;pay;penalties;for;late,"Class Library:
Attributes: municipal, manages, books, members, loans
Methods: manage, borrow, return, pay
Class Book:
Class Member:
Class Loan:
Relation: Library association Book
Relation: Library association Member",,"class Library:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, municipal, manages, books, members, loans, book, member):
        self.municipal = municipal
        self.manages = manages
        self.books = books
        self.members = members
        self.loans = loans
        self.book = book
        self.member = member
    def manage(self):
        pass
    def borrow(self):
        pass
    def return_value(self):
        pass
    def pay(self):
        pass

class Book:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Member:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Loan:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

# TODO: regra de negocio mudou; artefato requer reconciliacao manual.
",0.14285714285714285,0.2857142857142857,0.19047619047619047,0.8333333333333334,1.0,1.0,0,1,0.0,1,6.750000466126949e-05,0.0,0,2,heuristic_dsl | business_rule_change_requested=Late loans create a penalty and block new borrowing until payment | user_modification=User added Penalty to the generated DSL and code skeleton.,business_rule
ambiguous_implicit_relation,ambiguous,heuristic_baseline,local,baseline_or_mock_only,D_business_rule_change,Each order contains multiple items. The customer receives a message when the order is confirmed.,order;contains;items;customer;receives;message;when;confirmed,"Class Order:
Attributes: contains, items, receives, when, confirmed
Methods: confirm, receive
Class Item:
Class Customer:
Class Message:
Relation: Order composition Item
Relation: Order association Customer",,"class Order:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, contains, items, receives, when, confirmed, item, customer):
        self.contains = contains
        self.items = items
        self.receives = receives
        self.when = when
        self.confirmed = confirmed
        self.item = item
        self.customer = customer
    def confirm(self):
        pass
    def receive(self):
        pass

class Item:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Customer:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Message:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

# TODO: regra de negocio mudou; artefato requer reconciliacao manual.
",0.5,0.8,0.6153846153846154,1.0,1.0,1.0,0,1,0.0,1,5.870000313734636e-05,0.0,0,1,heuristic_dsl | business_rule_change_requested=Confirmed orders may include digital and physical items | user_modification=User changed Item to OrderItem in generated artifact.,business_rule
incomplete_coreference,incomplete,heuristic_baseline,local,baseline_or_mock_only,B_no_dsl,The class Car has several attributes. It also includes the getSpeed method.,class;car;attributes;getspeed;method,,,"class Class:
    # Regra de negocio: Gerado diretamente do CIM sem DSL
    def __init__(self, car, attributes, getspeed, method):
        self.car = car
        self.attributes = attributes
        self.getspeed = getspeed
        self.method = method
",0.6,1.0,0.7499999999999999,0.0,0.0,0.0,0,1,0.0,0,1.5199999324977398e-05,0.0,0,1,heuristic_direct_code,quality
incomplete_coreference,incomplete,heuristic_baseline,local,baseline_or_mock_only,D_business_rule_change,The class Car has several attributes. It also includes the getSpeed method.,class;car;attributes;getspeed;method,"Class Car:
Attributes: class, attributes, getspeed, method",,"class Car:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, class_value, attributes, getspeed, method):
        self.class_value = class_value
        self.attributes = attributes
        self.getspeed = getspeed
        self.method = method

# TODO: regra de negocio mudou; artefato requer reconciliacao manual.
",0.6,1.0,0.7499999999999999,0.75,1.0,0.5,0,1,0.0,1,2.600000152597204e-05,0.0,0,1,heuristic_dsl | business_rule_change_requested=Car speed must be non-negative | user_modification=User added speed but did not specify unit.,business_rule
out_of_pattern_business_rules,out_of_pattern,heuristic_baseline,local,baseline_or_mock_only,A_full_pipeline,A sensor event triggers alerts when readings are outside configured thresholds. Operators acknowledge alerts and may escalate incidents.,sensor;event;triggers;alerts;when;readings;are;outside;configured;thresholds;operators;acknowledge;may;escalate;incidents,"Class Figure:
Attributes: triggers, alerts, when, readings, are
Methods: trigger, acknowledge, escalate
Class SensorEvent:
Class Alert:
Class Operator:
Class Incident:
Relation: Figure association SensorEvent
Relation: Figure association Alert",,"class Figure:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, triggers, alerts, when, readings, are, sensorevent, alert):
        self.triggers = triggers
        self.alerts = alerts
        self.when = when
        self.readings = readings
        self.are = are
        self.sensorevent = sensorevent
        self.alert = alert
    def trigger(self):
        pass
    def acknowledge(self):
        pass
    def escalate(self):
        pass

class SensorEvent:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Alert:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Operator:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Incident:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass
",0.13333333333333333,0.2857142857142857,0.18181818181818182,0.9166666666666666,1.0,1.0,0,1,0.0,0,8.030000026337802e-05,0.0,0,1,heuristic_dsl,quality
out_of_pattern_business_rules,out_of_pattern,heuristic_baseline,local,baseline_or_mock_only,B_no_dsl,A sensor event triggers alerts when readings are outside configured thresholds. Operators acknowledge alerts and may escalate incidents.,sensor;event;triggers;alerts;when;readings;are;outside;configured;thresholds;operators;acknowledge;may;escalate;incidents,,,"class Sensor:
    # Regra de negocio: Gerado diretamente do CIM sem DSL
    def __init__(self, event, triggers, alerts, when, readings):
        self.event = event
        self.triggers = triggers
        self.alerts = alerts
        self.when = when
        self.readings = readings
",0.13333333333333333,0.2857142857142857,0.18181818181818182,0.0,0.0,0.0,0,1,0.0,0,1.889999839477241e-05,0.0,0,2,heuristic_direct_code,quality
out_of_pattern_business_rules,out_of_pattern,heuristic_baseline,local,baseline_or_mock_only,C_multilayer_dsl,A sensor event triggers alerts when readings are outside configured thresholds. Operators acknowledge alerts and may escalate incidents.,sensor;event;triggers;alerts;when;readings;are;outside;configured;thresholds;operators;acknowledge;may;escalate;incidents,"RequirementEntity: Figure
RequirementEntity: SensorEvent
RequirementEntity: Alert
RequirementEntity: Operator
RequirementEntity: Incident
# TODO: extensão experimental; o artigo usa uma DSL intermediaria principal, nao multiplas camadas.","Class Figure:
Attributes: triggers, alerts, when, readings, are
Methods: trigger, acknowledge, escalate
Class SensorEvent:
Class Alert:
Class Operator:
Class Incident:
Relation: Figure association SensorEvent
Relation: Figure association Alert","class Figure:
    # Regra de negocio: Derivada de DSL de requisitos e design
    def __init__(self, triggers, alerts, when, readings, are, sensorevent, alert):
        self.triggers = triggers
        self.alerts = alerts
        self.when = when
        self.readings = readings
        self.are = are
        self.sensorevent = sensorevent
        self.alert = alert
    def trigger(self):
        pass
    def acknowledge(self):
        pass
    def escalate(self):
        pass

class SensorEvent:
    # Regra de negocio: Derivada de DSL de requisitos e design
    def __init__(self):
        pass

class Alert:
    # Regra de negocio: Derivada de DSL de requisitos e design
    def __init__(self):
        pass

class Operator:
    # Regra de negocio: Derivada de DSL de requisitos e design
    def __init__(self):
        pass

class Incident:
    # Regra de negocio: Derivada de DSL de requisitos e design
    def __init__(self):
        pass
",0.13333333333333333,0.2857142857142857,0.18181818181818182,0.25,1.0,1.0,0,1,0.0,0,7.60000039008446e-05,0.0,0,1,heuristic_multilayer_dsl,quality
out_of_pattern_business_rules,out_of_pattern,heuristic_baseline,local,baseline_or_mock_only,E_generalization,A sensor event triggers alerts when readings are outside configured thresholds. Operators acknowledge alerts and may escalate incidents.,sensor;event;triggers;alerts;when;readings;are;outside;configured;thresholds;operators;acknowledge;may;escalate;incidents,"Class Figure:
Attributes: triggers, alerts, when, readings, are
Methods: trigger, acknowledge, escalate
Class SensorEvent:
Class Alert:
Class Operator:
Class Incident:
Relation: Figure association SensorEvent
Relation: Figure association Alert",,"class Figure:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, triggers, alerts, when, readings, are, sensorevent, alert):
        self.triggers = triggers
        self.alerts = alerts
        self.when = when
        self.readings = readings
        self.are = are
        self.sensorevent = sensorevent
        self.alert = alert
    def trigger(self):
        pass
    def acknowledge(self):
        pass
    def escalate(self):
        pass

class SensorEvent:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Alert:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Operator:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Incident:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass
",0.13333333333333333,0.2857142857142857,0.18181818181818182,0.9166666666666666,1.0,1.0,0,1,0.0,0,9.539999882690609e-05,0.0,0,1,heuristic_dsl,quality
out_of_pattern_business_rules,out_of_pattern,heuristic_baseline,local,baseline_or_mock_only,F_model_comparison,A sensor event triggers alerts when readings are outside configured thresholds. Operators acknowledge alerts and may escalate incidents.,sensor;event;triggers;alerts;when;readings;are;outside;configured;thresholds;operators;acknowledge;may;escalate;incidents,"Class Figure:
Attributes: triggers, alerts, when, readings, are
Methods: trigger, acknowledge, escalate
Class SensorEvent:
Class Alert:
Class Operator:
Class Incident:
Relation: Figure association SensorEvent
Relation: Figure association Alert",,"class Figure:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, triggers, alerts, when, readings, are, sensorevent, alert):
        self.triggers = triggers
        self.alerts = alerts
        self.when = when
        self.readings = readings
        self.are = are
        self.sensorevent = sensorevent
        self.alert = alert
    def trigger(self):
        pass
    def acknowledge(self):
        pass
    def escalate(self):
        pass

class SensorEvent:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Alert:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Operator:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Incident:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass
",0.13333333333333333,0.2857142857142857,0.18181818181818182,0.9166666666666666,1.0,1.0,0,1,0.0,0,7.299999560927972e-05,0.0,0,1,heuristic_dsl,quality
