case_id,difficulty,model,provider,result_status,experiment,input_cim,generated_entities,generated_requirements_dsl,generated_design_dsl,generated_code,entity_precision,entity_recall,entity_f1,dsl_correct_rate,dsl_syntax_validity,code_correct_rate,syntax_errors,semantic_errors,semantic_rule_coverage,business_rule_inconsistencies,execution_time_seconds,estimated_cost_usd,end_to_end_success,stage_failure_count,notes
ambiguous_implicit_relation,ambiguous,heuristic_baseline,local,baseline_or_mock_only,A_full_pipeline,Each order contains multiple items. The customer receives a message when the order is confirmed.,order;contains;items;customer;receives;message;when;confirmed,"Class Order:
Attributes: contains, items, receives, when, confirmed
Methods: confirm, receive
Class Item:
Class Customer:
Class Message:
Relation: Order composition Item
Relation: Order association Customer",,"class Order:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, contains, items, receives, when, confirmed, item, customer):
        self.contains = contains
        self.items = items
        self.receives = receives
        self.when = when
        self.confirmed = confirmed
        self.item = item
        self.customer = customer
    def confirm(self):
        pass
    def receive(self):
        pass

class Item:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Customer:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Message:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass
",0.5,0.8,0.6153846153846154,1.0,1.0,1.0,0,1,0.0,0,7.860699997763732e-05,0.0,1,0,heuristic_dsl
ambiguous_implicit_relation,ambiguous,heuristic_baseline,local,baseline_or_mock_only,B_no_dsl,Each order contains multiple items. The customer receives a message when the order is confirmed.,order;contains;items;customer;receives;message;when;confirmed,,,"class Order:
    # Regra de negocio: Gerado diretamente do CIM sem DSL
    def __init__(self, contains, items, customer, receives, message):
        self.contains = contains
        self.items = items
        self.customer = customer
        self.receives = receives
        self.message = message
",0.5,0.8,0.6153846153846154,0.0,0.0,0.3333333333333333,0,1,0.0,0,2.1242000002530403e-05,0.0,1,0,heuristic_direct_code
ambiguous_implicit_relation,ambiguous,heuristic_baseline,local,baseline_or_mock_only,C_multilayer_dsl,Each order contains multiple items. The customer receives a message when the order is confirmed.,order;contains;items;customer;receives;message;when;confirmed,"RequirementEntity: Order
RequirementEntity: Item
RequirementEntity: Customer
RequirementEntity: Message
# TODO: extensão experimental; o artigo usa uma DSL intermediaria principal, nao multiplas camadas.","Class Order:
Attributes: contains, items, receives, when, confirmed
Methods: confirm, receive
Class Item:
Class Customer:
Class Message:
Relation: Order composition Item
Relation: Order association Customer","class Order:
    # Regra de negocio: Derivada de DSL de requisitos e design
    def __init__(self, contains, items, receives, when, confirmed, item, customer):
        self.contains = contains
        self.items = items
        self.receives = receives
        self.when = when
        self.confirmed = confirmed
        self.item = item
        self.customer = customer
    def confirm(self):
        pass
    def receive(self):
        pass

class Item:
    # Regra de negocio: Derivada de DSL de requisitos e design
    def __init__(self):
        pass

class Customer:
    # Regra de negocio: Derivada de DSL de requisitos e design
    def __init__(self):
        pass

class Message:
    # Regra de negocio: Derivada de DSL de requisitos e design
    def __init__(self):
        pass
",0.5,0.8,0.6153846153846154,0.5,1.0,1.0,0,1,0.0,0,0.00013093500001559732,0.0,1,0,heuristic_multilayer_dsl
ambiguous_implicit_relation,ambiguous,heuristic_baseline,local,baseline_or_mock_only,E_generalization,Each order contains multiple items. The customer receives a message when the order is confirmed.,order;contains;items;customer;receives;message;when;confirmed,"Class Order:
Attributes: contains, items, receives, when, confirmed
Methods: confirm, receive
Class Item:
Class Customer:
Class Message:
Relation: Order composition Item
Relation: Order association Customer",,"class Order:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, contains, items, receives, when, confirmed, item, customer):
        self.contains = contains
        self.items = items
        self.receives = receives
        self.when = when
        self.confirmed = confirmed
        self.item = item
        self.customer = customer
    def confirm(self):
        pass
    def receive(self):
        pass

class Item:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Customer:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Message:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass
",0.5,0.8,0.6153846153846154,1.0,1.0,1.0,0,1,0.0,0,0.00013208699965616688,0.0,1,0,heuristic_dsl
ambiguous_implicit_relation,ambiguous,heuristic_baseline,local,baseline_or_mock_only,D_business_rule_change,Each order contains multiple items. The customer receives a message when the order is confirmed.,order;contains;items;customer;receives;message;when;confirmed,"Class Order:
Attributes: contains, items, receives, when, confirmed
Methods: confirm, receive
Class Item:
Class Customer:
Class Message:
Relation: Order composition Item
Relation: Order association Customer",,"class Order:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, contains, items, receives, when, confirmed, item, customer):
        self.contains = contains
        self.items = items
        self.receives = receives
        self.when = when
        self.confirmed = confirmed
        self.item = item
        self.customer = customer
    def confirm(self):
        pass
    def receive(self):
        pass

class Item:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Customer:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Message:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

# TODO: regra de negocio mudou; artefato requer reconciliacao manual.
",0.5,0.8,0.6153846153846154,1.0,1.0,1.0,0,1,0.0,1,0.000129904000004899,0.0,0,1,heuristic_dsl | business_rule_change_requested=Confirmed orders may include digital and physical items | user_modification=User changed Item to OrderItem in generated artifact.
incomplete_coreference,incomplete,heuristic_baseline,local,baseline_or_mock_only,A_full_pipeline,The class Car has several attributes. It also includes the getSpeed method.,class;car;attributes;getspeed;method,"Class Car:
Attributes: class, attributes, getspeed, method",,"class Car:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, class_value, attributes, getspeed, method):
        self.class_value = class_value
        self.attributes = attributes
        self.getspeed = getspeed
        self.method = method
",0.6,1.0,0.7499999999999999,0.75,1.0,0.5,0,1,0.0,0,6.808099988120375e-05,0.0,1,0,heuristic_dsl
incomplete_coreference,incomplete,heuristic_baseline,local,baseline_or_mock_only,B_no_dsl,The class Car has several attributes. It also includes the getSpeed method.,class;car;attributes;getspeed;method,,,"class Class:
    # Regra de negocio: Gerado diretamente do CIM sem DSL
    def __init__(self, car, attributes, getspeed, method):
        self.car = car
        self.attributes = attributes
        self.getspeed = getspeed
        self.method = method
",0.6,1.0,0.7499999999999999,0.0,0.0,0.0,0,1,0.0,0,3.488199990897556e-05,0.0,0,1,heuristic_direct_code
incomplete_coreference,incomplete,heuristic_baseline,local,baseline_or_mock_only,C_multilayer_dsl,The class Car has several attributes. It also includes the getSpeed method.,class;car;attributes;getspeed;method,"RequirementEntity: Car
# TODO: extensão experimental; o artigo usa uma DSL intermediaria principal, nao multiplas camadas.","Class Car:
Attributes: class, attributes, getspeed, method","class Car:
    # Regra de negocio: Derivada de DSL de requisitos e design
    def __init__(self, class_value, attributes, getspeed, method):
        self.class_value = class_value
        self.attributes = attributes
        self.getspeed = getspeed
        self.method = method
",0.6,1.0,0.7499999999999999,0.25,1.0,0.5,0,1,0.0,0,5.7715999901120085e-05,0.0,1,0,heuristic_multilayer_dsl
incomplete_coreference,incomplete,heuristic_baseline,local,baseline_or_mock_only,E_generalization,The class Car has several attributes. It also includes the getSpeed method.,class;car;attributes;getspeed;method,"Class Car:
Attributes: class, attributes, getspeed, method",,"class Car:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, class_value, attributes, getspeed, method):
        self.class_value = class_value
        self.attributes = attributes
        self.getspeed = getspeed
        self.method = method
",0.6,1.0,0.7499999999999999,0.75,1.0,0.5,0,1,0.0,0,5.462199987960048e-05,0.0,1,0,heuristic_dsl
incomplete_coreference,incomplete,heuristic_baseline,local,baseline_or_mock_only,D_business_rule_change,The class Car has several attributes. It also includes the getSpeed method.,class;car;attributes;getspeed;method,"Class Car:
Attributes: class, attributes, getspeed, method",,"class Car:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, class_value, attributes, getspeed, method):
        self.class_value = class_value
        self.attributes = attributes
        self.getspeed = getspeed
        self.method = method

# TODO: regra de negocio mudou; artefato requer reconciliacao manual.
",0.6,1.0,0.7499999999999999,0.75,1.0,0.5,0,1,0.0,1,5.024500023864675e-05,0.0,0,1,heuristic_dsl | business_rule_change_requested=Car speed must be non-negative | user_modification=User added speed but did not specify unit.
out_of_pattern_business_rules,out_of_pattern,heuristic_baseline,local,baseline_or_mock_only,A_full_pipeline,A sensor event triggers alerts when readings are outside configured thresholds. Operators acknowledge alerts and may escalate incidents.,sensor;event;triggers;alerts;when;readings;are;outside;configured;thresholds;operators;acknowledge;may;escalate;incidents,"Class Figure:
Attributes: triggers, alerts, when, readings, are
Methods: trigger, acknowledge, escalate
Class SensorEvent:
Class Alert:
Class Operator:
Class Incident:
Relation: Figure association SensorEvent
Relation: Figure association Alert",,"class Figure:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, triggers, alerts, when, readings, are, sensorevent, alert):
        self.triggers = triggers
        self.alerts = alerts
        self.when = when
        self.readings = readings
        self.are = are
        self.sensorevent = sensorevent
        self.alert = alert
    def trigger(self):
        pass
    def acknowledge(self):
        pass
    def escalate(self):
        pass

class SensorEvent:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Alert:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Operator:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Incident:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass
",0.13333333333333333,0.2857142857142857,0.18181818181818182,0.9166666666666666,1.0,1.0,0,1,0.0,0,0.00018351300013819127,0.0,0,1,heuristic_dsl
out_of_pattern_business_rules,out_of_pattern,heuristic_baseline,local,baseline_or_mock_only,B_no_dsl,A sensor event triggers alerts when readings are outside configured thresholds. Operators acknowledge alerts and may escalate incidents.,sensor;event;triggers;alerts;when;readings;are;outside;configured;thresholds;operators;acknowledge;may;escalate;incidents,,,"class Sensor:
    # Regra de negocio: Gerado diretamente do CIM sem DSL
    def __init__(self, event, triggers, alerts, when, readings):
        self.event = event
        self.triggers = triggers
        self.alerts = alerts
        self.when = when
        self.readings = readings
",0.13333333333333333,0.2857142857142857,0.18181818181818182,0.0,0.0,0.0,0,1,0.0,0,3.819700032181572e-05,0.0,0,2,heuristic_direct_code
out_of_pattern_business_rules,out_of_pattern,heuristic_baseline,local,baseline_or_mock_only,C_multilayer_dsl,A sensor event triggers alerts when readings are outside configured thresholds. Operators acknowledge alerts and may escalate incidents.,sensor;event;triggers;alerts;when;readings;are;outside;configured;thresholds;operators;acknowledge;may;escalate;incidents,"RequirementEntity: Figure
RequirementEntity: SensorEvent
RequirementEntity: Alert
RequirementEntity: Operator
RequirementEntity: Incident
# TODO: extensão experimental; o artigo usa uma DSL intermediaria principal, nao multiplas camadas.","Class Figure:
Attributes: triggers, alerts, when, readings, are
Methods: trigger, acknowledge, escalate
Class SensorEvent:
Class Alert:
Class Operator:
Class Incident:
Relation: Figure association SensorEvent
Relation: Figure association Alert","class Figure:
    # Regra de negocio: Derivada de DSL de requisitos e design
    def __init__(self, triggers, alerts, when, readings, are, sensorevent, alert):
        self.triggers = triggers
        self.alerts = alerts
        self.when = when
        self.readings = readings
        self.are = are
        self.sensorevent = sensorevent
        self.alert = alert
    def trigger(self):
        pass
    def acknowledge(self):
        pass
    def escalate(self):
        pass

class SensorEvent:
    # Regra de negocio: Derivada de DSL de requisitos e design
    def __init__(self):
        pass

class Alert:
    # Regra de negocio: Derivada de DSL de requisitos e design
    def __init__(self):
        pass

class Operator:
    # Regra de negocio: Derivada de DSL de requisitos e design
    def __init__(self):
        pass

class Incident:
    # Regra de negocio: Derivada de DSL de requisitos e design
    def __init__(self):
        pass
",0.13333333333333333,0.2857142857142857,0.18181818181818182,0.25,1.0,1.0,0,1,0.0,0,0.0001503640000919404,0.0,0,1,heuristic_multilayer_dsl
out_of_pattern_business_rules,out_of_pattern,heuristic_baseline,local,baseline_or_mock_only,E_generalization,A sensor event triggers alerts when readings are outside configured thresholds. Operators acknowledge alerts and may escalate incidents.,sensor;event;triggers;alerts;when;readings;are;outside;configured;thresholds;operators;acknowledge;may;escalate;incidents,"Class Figure:
Attributes: triggers, alerts, when, readings, are
Methods: trigger, acknowledge, escalate
Class SensorEvent:
Class Alert:
Class Operator:
Class Incident:
Relation: Figure association SensorEvent
Relation: Figure association Alert",,"class Figure:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, triggers, alerts, when, readings, are, sensorevent, alert):
        self.triggers = triggers
        self.alerts = alerts
        self.when = when
        self.readings = readings
        self.are = are
        self.sensorevent = sensorevent
        self.alert = alert
    def trigger(self):
        pass
    def acknowledge(self):
        pass
    def escalate(self):
        pass

class SensorEvent:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Alert:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Operator:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Incident:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass
",0.13333333333333333,0.2857142857142857,0.18181818181818182,0.9166666666666666,1.0,1.0,0,1,0.0,0,0.00015765399984957185,0.0,0,1,heuristic_dsl
out_of_pattern_business_rules,out_of_pattern,heuristic_baseline,local,baseline_or_mock_only,D_business_rule_change,A sensor event triggers alerts when readings are outside configured thresholds. Operators acknowledge alerts and may escalate incidents.,sensor;event;triggers;alerts;when;readings;are;outside;configured;thresholds;operators;acknowledge;may;escalate;incidents,"Class Figure:
Attributes: triggers, alerts, when, readings, are
Methods: trigger, acknowledge, escalate
Class SensorEvent:
Class Alert:
Class Operator:
Class Incident:
Relation: Figure association SensorEvent
Relation: Figure association Alert",,"class Figure:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self, triggers, alerts, when, readings, are, sensorevent, alert):
        self.triggers = triggers
        self.alerts = alerts
        self.when = when
        self.readings = readings
        self.are = are
        self.sensorevent = sensorevent
        self.alert = alert
    def trigger(self):
        pass
    def acknowledge(self):
        pass
    def escalate(self):
        pass

class SensorEvent:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Alert:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Operator:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

class Incident:
    # Regra de negocio: Pipeline aproximado inspirado no artigo; codigo esqueleto Python.
    def __init__(self):
        pass

# TODO: regra de negocio mudou; artefato requer reconciliacao manual.
",0.13333333333333333,0.2857142857142857,0.18181818181818182,0.9166666666666666,1.0,1.0,0,1,0.0,1,0.00016028900017772685,0.0,0,2,heuristic_dsl | business_rule_change_requested=Escalation requires supervisor approval | user_modification=User added Incident as an entity after generation.
